"","Date","text","replies","retweets","likes","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1221",2018-10-17,"tesla amazon apple waymo gm ford   leading  selfdriving car race",4,17,34,0,0,0,0,0,0,0,1,0,0
"1222",2018-10-17,"elon musk intends  buy $20 million  tesla stock",10,46,85,0,0,0,0,0,0,0,0,0,0
"1223",2018-10-17,"tesla vp  manufacturing gilbe passin  left  company",3,10,7,0,0,0,0,0,0,0,0,0,0
"1224",2016-12-12,"elon musk  planning  meet trump says source",3,7,14,0,1,0,0,0,0,1,1,0,1
"1225",2017-05-02,"   elon musk gets  motivation",1,12,12,0,0,0,0,0,0,0,0,0,0
"1226",2018-10-17,"tesla buys new plot   first china factory",3,18,26,0,0,0,0,0,0,0,0,0,0
"1227",2018-10-18,"tesla vp  manufacturing gilbe passin  left  company",4,8,8,0,0,0,0,0,0,0,0,0,0
"1228",2018-10-18,"tesla ceo elon musk just introduced  lowercost midrange model 3 via twitter",9,17,37,0,0,0,0,0,0,0,0,0,1
"1229",2018-10-19,"elon musks extreme micromanagement  wasted time  money  tesla insiders say",9,17,26,2,2,1,0,1,0,1,1,1,1
"1230",2018-10-19,"tesla ceo elon musk introduced  lowercost midrange model 3 via twitter    base $45000 sticker price   adveised  costing $30700  estimated savings",28,23,74,0,0,0,0,0,0,0,1,0,2
"1231",2018-10-19,"elon musk announced  twitter  tesla  now selling  new lowerpriced version   model 3 vehicles",6,14,30,0,0,0,0,0,0,0,0,0,1
"1232",2018-10-19,"tesla ceo elon musk tweeted   lowercost midrange   companys model 3 electric sedan  going  sale today",4,7,24,0,0,0,0,1,0,1,0,0,2
"1233",2018-10-19,"billionaire mark cuban offered  simple advice recently  elon musk   via",11,12,41,0,0,0,0,0,0,0,1,0,0
"1234",2018-10-20,"bill gates elon musk  mark cuban quit  3 bad habits   became successful heres   can  via",5,12,37,1,1,1,1,1,1,0,1,2,1
"1235",2018-10-20,"  revealed last week  elon musk intends  buy $20 million  tesla stock adding     $9 billion  shares  already owns",5,15,40,0,0,0,0,0,0,0,0,0,0
"1236",2017-05-02,"10 things  learned  elon musks ted interview",0,13,20,0,0,0,0,0,0,0,0,0,0
"1237",2018-10-20,"richard branson says elon musk  learn  delegate  get  sleep",8,26,75,0,0,0,0,0,0,0,1,0,2
"1238",2018-10-21,"tesla amazon apple waymo gm ford   leading  selfdriving car race",8,54,74,0,0,0,0,0,0,0,1,0,0
"1239",2018-10-21,"musk   known  approve expensive hightech projects  tesla    advice    direct repos",8,13,27,0,0,0,0,1,0,0,2,0,1
"1240",2018-10-21," bad habit annoys richard branson  will get  fired  tesla via",6,7,29,1,0,1,1,0,1,0,0,1,0
"1241",2018-10-22,"elon musk rapidtransit test tunnel  la opens  public dec 10",2,13,43,0,1,0,0,0,0,0,0,0,1
"1242",2018-10-22,"elon musk says first highspeed transit tunnel  almost done  will open  dec 10",1,20,31,0,0,0,0,0,0,0,0,0,0
"1243",2018-10-22,"elon musk announced last week  tesla  now selling  new lowerpriced version   model 3 vehicles",2,6,12,0,0,0,0,0,0,0,0,0,1
"1244",2018-10-22," government policies  taxpayer money  helped elon musk  tesla",5,9,13,1,1,0,1,1,0,1,1,1,1
"1245",2018-10-22,"elon musks companies  propelled  net woh  almost $20 billion  musk   become  successful businessman without help   government heres  government policies  taxpayer money helped boost  businesses",12,37,57,1,2,0,1,2,0,1,2,1,2
"1246",2018-10-22,"  government policies  taxpayer money boosted tesla  elon musks net woh  almost $20 billion",3,10,7,1,1,0,1,1,0,1,1,1,1
"1247",2017-05-03,"tesla  track  produce model 3  july road testing  underway",2,12,20,0,1,0,0,0,0,0,0,0,1
"1248",2018-10-22,"elon musk says  first hyperloop tunnel  almost done  will open  dec 10",2,32,44,0,0,0,0,0,0,0,0,0,0
"1249",2018-10-23,"new song click  link",0,0,0,0,0,0,0,0,0,0,0,0,0
"1250",2018-10-23,"new  sho seller   suing tesla changes  mind saying plain  simpletesla  destroying  competition",3,23,52,1,1,0,1,0,1,0,0,2,0
"1251",2018-10-23,"elon musk says twitter locked  account thinking   hacked",4,17,20,0,0,0,0,0,0,0,1,0,0
"1252",2018-10-23," noted sho seller   suing tesla said   now betting   stock  still suing  company",8,16,25,0,0,0,0,0,0,0,0,0,1
"1253",2018-10-24,"tesla obviously plans  take  uber  lyft says ceo elon musk",2,17,31,0,0,0,0,0,0,0,0,0,0
"1254",2018-10-24,"traditional golf grips cause  2plane wristangle  address   automatically requires  veical spine manipulation  full extension  impact  difficult correction makingparproblematic  pros  impossible  casuals",0,1,11,2,0,0,2,0,1,0,0,4,3
"1255",2018-10-24,"tesla   3rd least reliable auto brand  us according  consumer repos",3,8,14,0,0,0,0,0,0,0,1,0,1
"1256",2018-10-24,"elon musk says tesla now   health clinic  employees  provides firstclass service",11,36,82,0,0,0,0,0,0,0,0,0,0
"1257",2018-10-24,"tesla mum  replacing elon musk  chairman",2,9,8,0,0,0,1,0,0,0,1,1,1
"1258",2017-05-03,"earnings tesla q1 loss $133 vs $081 est q1 revs $270b vs $262b est$tsla",5,46,20,1,0,0,1,0,1,0,0,1,0
"1259",2018-10-24,"gene munster  tesla ceo elon musk didnt mess    stock    $400",5,9,22,0,0,1,0,0,0,0,0,1,0
"1260",2018-10-24,"tesla repos earnings   bell heres   expect",3,14,18,0,1,0,0,0,0,1,1,0,1
"1261",2018-10-24,"tesla boosts cash position despite repaying loan expects trend  continue  q4",0,12,31,1,2,0,1,1,0,0,2,0,3
"1262",2018-10-24,"tech stocks recover afterhours  positive earnings  tesla  microsoft",5,13,26,0,0,0,0,0,0,0,0,1,0
"1263",2018-10-24,"tesla falls ",5,16,21,0,0,0,0,0,0,0,0,0,0
"1264",2018-10-24,"teslas shanghai factory  planning  produce 2 models   first phase project",0,8,19,0,1,1,1,0,0,0,1,1,1
"1265",2018-10-24,"tesla hikes  new model 3 price  $1000",1,9,9,0,0,0,0,0,0,0,0,0,1
"1266",2018-10-24,"tesla shares  rising   analyst initiates  buy rating  earnings   bell",2,5,22,1,2,0,1,1,1,0,1,1,2
"1267",2018-10-24,"stocks making  biggest moves  hours tesla amd ford  ",0,8,7,0,0,0,0,0,0,0,0,1,0
"1268",2018-10-24,"tesla reliability slips  third worst  us consumer repos says",5,11,15,0,0,0,0,0,0,0,1,0,1
"1269",2017-05-03," teslas model 3 heads toward production  july  branding problem emerges",2,10,14,0,1,0,1,0,1,0,0,1,2
"1270",2018-10-25,"tesla shares pop 10  blowout earnings suggest  may   sustainable selffunded entity promised  ceo elon musk",4,20,58,0,0,0,0,0,0,1,1,2,0
"1271",2018-10-25,"",2,7,18,0,0,0,0,0,0,0,0,0,0
"1272",2018-10-25,"tesla shares jump  strong earningsheres  3 expes say investors  know via",3,7,12,0,0,0,0,1,0,0,0,0,1
"1273",2018-10-25,"tesla will continue  build   momentum   success   model 3 says jamie albeine  consumer edge research",1,12,15,0,3,0,0,1,0,0,1,0,5
"1274",2018-10-25,"tech stocks bounce back   open   heels  strong twitter microsoft  tesla earnings",4,22,25,0,0,0,0,0,0,0,0,1,0
"1275",2018-10-25,"elon musk says teslas model 3 will come   uk  australia  mid2019",1,6,12,0,0,0,0,0,0,0,0,0,1
"1276",2018-10-25,"morning update stocks  reboundtesla repos record profitred sox win game 2",1,7,7,0,0,0,0,0,0,0,0,1,0
"1277",2018-10-25,"tesla shares soar  surprise thirdquaer profit  beats wall street expectations",3,6,19,0,0,0,1,1,0,1,0,0,1
"1278",2018-10-25,"tesla obviously plans  take  uber  lyft says ceo elon musk",5,18,36,0,0,0,0,0,0,0,0,0,0
"1279",2018-10-25,"elon musk says tesla now   health clinic  employees  provides firstclass service",2,10,36,0,0,0,0,0,0,0,0,0,0
"1280",2017-05-03,"tesla repos earnings today     big things investors will  watching",1,15,13,0,0,0,0,0,0,0,0,0,0
"1281",2018-10-25,"tesla boosts cash position despite repaying loan expects trend  continue  q4",1,18,42,1,2,0,1,1,0,0,2,0,3
"1282",2018-10-25,"heres  every major analyst   say  teslas earnings  quaer  different",4,8,20,0,1,0,0,0,0,0,1,0,2
"1283",2018-10-25,"tesla falls ",3,7,8,0,0,0,0,0,0,0,0,0,0
"1284",2018-10-26,"oracle founder  billionaire larry ellison disclosed   secondlargest personal investment   tesla",6,39,64,0,1,0,0,0,0,0,3,0,1
"1285",2018-10-26," bad habit annoys richard branson  will get  fired  tesla via",10,11,27,1,0,1,1,0,1,0,0,1,0
"1286",2018-10-27,"bill gates elon musk  mark cuban quit  3 bad habits   became successful heres   can  via",7,32,83,1,1,1,1,1,1,0,1,2,1
"1287",2018-10-27,"elon musk says  first hyperloop tunnel  almost done  will open  dec 10",16,30,76,0,0,0,0,0,0,0,0,0,0
"1288",2018-10-27,"elon musk says tesla now   health clinic  employees  provides immediate firstclass health care available right   spot",3,27,73,0,0,0,0,0,0,0,0,0,0
"1289",2018-10-27,"reid hoffman  elon musk   think hes learning  maybe   others want   learn",4,6,13,0,0,0,0,0,0,0,0,0,2
"1290",2018-10-28,"  can put together legos  can put together  tesla says  tesla owner  decided  take repairs    hands",17,40,76,0,0,0,0,0,0,0,0,0,0
"1291",2017-05-03,"elon musk says  doesnt know  apple    cars",4,12,18,0,0,0,0,0,0,0,0,0,0
"1292",2018-10-28,"tesla obviously plans  take  uber  lyft says ceo elon musk",4,25,56,0,0,0,0,0,0,0,0,0,0
"1293",2018-10-28,"elon musk  described   polarizing figure  inspires  micromanages   extreme  35 current  former tesla employees",14,20,47,0,0,0,0,0,0,0,0,0,0
"1294",2018-10-28," 8 books elon musk says made   successful innovator   today via",7,48,108,0,1,0,0,1,0,0,1,0,1
"1295",2018-10-28,"richard branson says elon musk  learn  delegate  get  sleep",13,28,82,0,0,0,0,0,0,0,1,0,2
"1296",2018-10-29,"teslas thirdlargest shareholder still backs elon musks longterm vision   company   ready  give  carmaker  money   need arises",3,12,31,1,3,0,0,1,0,1,1,0,2
"1297",2018-10-29,"elon musk  one   forces  nature  tackles problems   people think  impossible  tackle says paypal cofounder  former colleague",3,29,100,1,0,0,0,0,1,1,0,1,0
"1298",2018-10-29,"teslas elon musk says  tweet  led   $20 million fine  woh ",2,5,27,0,0,0,0,0,0,0,0,0,0
"1299",2018-10-29,"elon musk said last week   first hyperloop tunnel  almost done  will open  dec 10",2,14,29,0,0,0,0,0,0,0,0,0,0
"1300",2018-10-29,"teslas thirdlargest shareholder says  willing  pump  money   company",3,7,31,1,1,0,0,1,0,1,1,0,1
"1301",2018-10-29,"tesla boosts cash position despite repaying loan expects trend  continue  q4",5,14,35,1,2,0,1,1,0,0,2,0,3
"1302",2017-05-03,"einhorn tesla   hot stocks  reminiscent   march 2000 dotcom bubble",3,8,19,1,0,0,0,0,0,0,0,1,1
"1303",2018-10-29,"teslas thirdlargest shareholder called ceo elon musk  entrepreneur  vision  ambition whos working towards  social good  says  willing  pump  money   company",4,21,53,1,4,0,0,3,0,2,3,0,5
"1304",2018-10-29,"elon musk says  tweet  led   $20 million fine   sec charge  woh ",18,22,53,0,0,0,0,0,0,0,0,0,0
"1305",2018-10-30,"elon musk  one   forces  nature  tackles problems   people think  impossible  tackle says paypal cofounder  former colleague",3,10,32,1,0,0,0,0,1,1,0,1,0
"1306",2018-10-30,"elon musk says  deleted  tesla titles  see   happen",3,6,13,0,1,0,0,0,0,0,0,0,0
"1307",2018-10-30,"im now  nothing  tesla seems fine  far said elon musk  twitter yesterday",4,12,19,0,0,0,0,0,0,0,0,0,0
"1308",2018-10-30,"elon musk purchased around $10 million woh  additional tesla shares  plans  buy another $20 million  next week",10,35,87,0,0,0,0,0,0,0,0,0,0
"1309",2018-10-30," ever happened  teslas solar roof tiles",18,84,175,0,0,0,0,0,0,0,0,0,0
"1310",2018-10-31,"elon musk purchased around $10 million woh  additional tesla shares  plans  buy another $20 million  next week",0,17,43,0,0,0,0,0,0,0,0,0,0
"1311",2018-10-31,"musk repoedly shakes  spacex   race  make  satellite launch window",5,9,18,0,1,0,0,0,0,0,0,0,1
"1312",2018-10-31,"within hours  landing  washington elon musk  fired 7 members   spacex senior management team heres ",9,25,55,0,0,0,0,0,0,0,2,0,1
"1313",2017-05-03,"sec probing teslas solarcity divsion  another solar company",1,5,5,0,0,0,0,0,0,0,0,0,0
"1314",2018-10-31,"audi just rolled   allelectric suv  hopes will cut  teslas dominance   luxury ev market heres  scott keogh audi  america president   say",4,15,28,0,0,0,0,1,0,0,1,0,2
"1315",2018-11-01,"",0,0,5,0,0,0,0,0,0,0,0,0,0
"1316",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1317",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1318",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1319",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1320",2018-11-01,"weve got just  right ritz recipe   friendsgiving gathering",23,32,399,0,0,0,0,0,0,0,0,0,0
"1321",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1322",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1323",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1324",2017-05-03,"  early  call tesla  dotcom bubble stock says analyst",1,3,9,0,1,0,0,0,0,0,1,0,1
"1325",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1326",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1327",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1328",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1329",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1330",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1331",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1332",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1333",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1334",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1335",2016-12-12,"elon musk  planning  meet trump says source",4,14,20,0,1,0,0,0,0,1,1,0,1
"1336",2017-05-04,"worries  model 3 shift   impact  teslas pricier cars",3,4,17,0,0,0,0,0,0,0,0,0,1
"1337",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1338",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1339",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1340",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1341",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1342",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1343",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1344",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1345",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1346",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1347",2017-05-04,"",6,9,30,0,0,0,0,0,0,0,0,0,0
"1348",2018-11-01,"lifes rich   spend friendsgiving together",43,67,752,0,0,0,0,0,0,0,0,0,0
"1349",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1350",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1351",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1352",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1353",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1354",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1355",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1356",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1357",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1358",2017-05-04,"tesla shares drop  investors worry model 3 will   good",2,7,8,0,2,0,1,1,1,1,1,1,2
"1359",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1360",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1361",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1362",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1363",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1364",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1365",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1366",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1367",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1368",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1369",2017-05-04,"tesla  track  produce model 3  july road testing  underway",1,5,9,0,1,0,0,0,0,0,0,0,1
"1370",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1371",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1372",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1373",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1374",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1375",2018-11-01,"weve got just  right ritz recipe   friendsgiving gathering",23,32,397,0,0,0,0,0,0,0,0,0,0
"1376",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1377",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1378",2018-11-01,"lifes rich   spend friendsgiving together",43,66,750,0,0,0,0,0,0,0,0,0,0
"1379",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1380",2017-05-04,"elon musks spacex  send  first   4425 superfast internet satellites  space  2019",2,23,25,0,0,0,0,0,0,0,0,0,0
"1381",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1382",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1383",2018-11-01,"weve got just  right ritz recipe   friendsgiving gathering",23,32,403,0,0,0,0,0,0,0,0,0,0
"1384",2018-11-01,"teslas new autoparking feature   ready  6 weeks elon musk says",4,11,27,0,1,0,0,0,0,0,0,0,1
"1385",2018-11-01,"within hours  landing  washington elon musk  fired 7 members   spacex senior management team heres ",0,14,26,0,0,0,0,0,0,0,2,0,1
"1386",2018-11-01,"elon musk tweeted   new tesla autoparking feature  will allow  car  follow  like  pet    automated technology look like",21,46,79,0,0,0,0,0,0,0,0,1,2
"1387",2018-11-01,"musk says teslas new autoparking feature   ready  6 weeks",2,11,14,0,1,0,0,0,0,0,0,0,1
"1388",2018-11-01,"  can put together legos  can put together  tesla says  tesla owner  decided  take repairs    hands",16,51,122,0,0,0,0,0,0,0,0,0,0
"1389",2018-11-01,"lifes rich   spend friendsgiving together",43,68,755,0,0,0,0,0,0,0,0,0,0
"1390",2018-11-01,"lifes rich   spend friendsgiving together",43,66,748,0,0,0,0,0,0,0,0,0,0
"1391",2017-05-04,"elon musk sees clear path  tesla  woh   apple one day",2,15,8,0,0,0,0,0,0,0,0,0,0
"1392",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1393",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1394",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1395",2018-11-01,"lifes rich   spend friendsgiving together",43,67,753,0,0,0,0,0,0,0,0,0,0
"1396",2018-11-02,"elon musk says  wont change much    uses twitter even   cost   tesla $20 million",2,2,27,0,1,0,1,0,0,0,0,0,0
"1397",2018-11-02,"elon musk says tesla probably   take money  saudi arabia now",7,13,41,1,1,0,0,1,0,1,1,0,1
"1398",2018-11-02,"everything  need  know  morning job growth surges apple shares sink musk holds nothing back  ",1,9,14,0,0,0,0,0,0,0,0,0,2
"1399",2018-11-02,"elon musk says tesla probably   take money  saudi arabia   wake   death  saudi journalist jamal khashoggi",5,9,32,2,2,1,1,1,1,2,1,1,2
"1400",2018-11-02,"teslas pickup truck will  like  really futuristlike cyberpunk blade runner pickup truck according  elon musk",4,8,25,0,0,0,0,0,0,0,1,0,0
"1401",2018-11-02,"tesla expects  spend   $6 billion  factories  equipment   next 2 years   ramps  production  develops new vehicles",2,12,23,0,1,0,0,0,0,0,0,0,1
"1402",2017-05-05,"elon musk considers calling  digging machine   boring company snoop dug",8,12,30,0,0,0,0,0,0,0,1,1,0
"1403",2018-11-02,"tesla says  justice depament  sec  investigating model 3 production targets",0,10,6,0,1,0,0,0,0,0,1,0,3
"1404",2018-11-02,"recodes kara swisher discusses  revealing interview  elon musk   tesla ceo discussed  turbulent past year",1,10,8,0,0,0,1,0,0,0,0,1,0
"1405",2018-11-02,"tesla ceo elon musk says  pickup truck  development   electric automaker will look like something   blade runner",2,15,26,0,0,0,0,1,0,1,1,0,1
"1406",2018-11-02,"teslas pickup truck will  like something   blade runner according  elon musk",11,26,63,0,0,0,0,0,0,0,1,0,0
"1407",2018-11-03,"elon musk said last week   tweet  led   $20 million fine   sec charge  woh ",10,10,21,0,0,0,0,0,0,0,0,0,0
"1408",2018-11-03,"within hours  landing  washington elon musk  fired 7 members   spacex senior management team heres ",4,19,23,0,0,0,0,0,0,0,2,0,1
"1409",2018-11-03,"   one trait  elon musk mark zuckerberg   great entrepreneurs   common via",1,31,53,0,0,0,0,0,0,0,0,0,0
"1410",2018-11-03," 8 books elon musk says made   successful innovator   today via",5,33,79,0,1,0,0,1,0,0,1,0,1
"1411",2018-11-03,"bill gates elon musk  mark cuban quit  3 bad habits   became successful heres   can  via",4,18,51,1,1,1,1,1,1,0,1,2,1
"1412",2018-11-04,"tesla obviously plans  take  uber  lyft says ceo elon musk",4,15,33,0,0,0,0,0,0,0,0,0,0
"1413",2017-05-05,"teslas valuation raises grim reminders   dotcom bubble",3,10,6,1,1,1,1,0,1,0,0,1,0
"1414",2018-11-04," bad habit annoys richard branson  will get  fired  tesla via",4,21,24,1,0,1,1,0,1,0,0,1,0
"1415",2018-11-04,"richard branson says elon musk  learn  delegate  get  sleep",13,24,101,0,0,0,0,0,0,0,1,0,2
"1416",2018-11-05," elon musk  difference   manageable work schedule   insane one  somewhere  80  120 hours  work per week via",6,19,38,1,0,0,1,0,0,0,0,1,0
"1417",2018-11-06,"elon musk teslas work supersedes political paies race creed religion",1,10,24,0,0,0,0,0,0,0,1,0,0
"1418",2018-11-06,"elon musk thinks  work     tesla   impoant  politicsor just  anything else",15,15,57,0,0,0,0,0,0,0,0,0,0
"1419",2018-11-06,"tesla rival nikola motor just unveiled  hydrogenpowered electric truck   says will  aimed  european customers",5,9,27,0,0,0,0,1,0,1,1,0,1
"1420",2018-11-06,"heres  elon musk thinks tesla  die",3,9,14,0,0,0,1,0,1,0,0,1,0
"1421",2018-11-06,"    solve  environment   damned elon musk says  thinks advancing sustainable transpoation   impoant  politicsor just  anything else",8,29,58,0,0,0,0,0,0,0,0,1,0
"1422",2018-11-07,"elon musk probably   taken tesla private early investor tim draper says",4,10,27,0,0,0,0,0,0,0,0,0,0
"1423",2018-11-07,"sure  can   elon musk says  billionaire marc benioff asks   dig tunnels  san francisco via",2,6,26,0,0,0,0,0,0,0,0,0,0
"1424",2017-05-05,"wall streets dean  valuation makes  surprising call  tesla",2,5,11,0,0,0,0,0,0,1,0,0,0
"1425",2018-11-07,"robyn denholm will replace elon musk  teslas board chair",2,29,54,0,1,0,0,0,0,0,0,0,0
"1426",2018-11-08,"mary colter never designed  buildings anywherearchitectural historys biggestfraud  claimed credit  designsby charles whittlesey louis cuiss  robe raneyget  factshere",2,0,2,0,0,0,0,0,0,0,1,0,1
"1427",2018-11-08,"tesla announced robyn denholm  taken elon musks place  chair   companys board  leaves  role  cfo  head  strategy  telstra australias largest telecommunications company",1,25,38,0,1,0,0,0,0,0,0,0,0
"1428",2018-11-08,"volkswagen repoedly planning  sell electric tesla rival  less  $23000",11,31,53,0,1,0,0,1,0,1,1,0,2
"1429",2018-11-08," think shes  great financial manager  think shes  great pick  think  totally understands  ins  outs says",3,2,7,0,0,0,0,0,0,0,0,0,1
"1430",2018-11-08,"teslas pick   new chairwoman  boring  thats exactly   company needs expes say",6,6,23,0,0,0,0,0,0,0,1,1,2
"1431",2018-11-08,"tesla  appointed elon muskss replacement  chair   companys board",5,14,16,0,1,0,0,0,0,0,0,0,0
"1432",2018-11-08,"markets focus  fedtesla replaces musk  chairsamsungs foldable smaphone",1,5,4,0,0,0,0,0,0,0,0,0,1
"1433",2018-11-08,"tesla shares rise  hopes stock will join  sp 500 benchmark unleashing new investor money",1,9,9,1,1,0,0,1,0,1,1,0,2
"1434",2018-11-09,"major shareholder ron baron  dont know  new tesla chair yet  im  fan  women executives",3,3,19,0,0,0,0,0,0,0,0,0,1
"1435",2017-05-08,"tesla will   3 years   took porsche 10 years   says analyst",2,12,23,0,1,0,0,0,0,0,1,0,1
"1436",2018-11-09,"elon musks $420 level may     pipe dream  tesla stock technician says",6,13,43,0,0,0,0,0,0,0,1,0,1
"1437",2018-11-09,"elon musk  oneofakind like warren buffett  jeff bezos says tesla bull ron baron",3,11,35,0,0,0,0,0,0,0,0,0,0
"1438",2018-11-09,"5  new tesla chairman robyn denholms  impoant views  leadership  taking risks",1,4,14,0,0,0,0,0,0,0,1,0,1
"1439",2018-11-09,"billionaire ron baron discusses  views  tesla   automaker repoed quaerly earnings  announced  appointment  robyn denholm  chairperson",6,25,56,0,0,0,0,0,0,0,0,0,0
"1440",2018-11-10,"volkswagen  repoedly planning  sell  electric tesla rival  less  $23000",14,30,51,0,1,0,0,1,0,1,1,0,2
"1441",2018-11-10,"richard branson says elon musk  learn  delegate  get  sleep",5,23,56,0,0,0,0,0,0,0,1,0,2
"1442",2018-11-15,"check  ignacios highlight video ",1,2,6,0,0,0,0,0,0,0,0,0,0
